State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Having_latrine_facility_within_the_premises_Total_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_3_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,sex_ratio,literacy_rate
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,45039,2397538,1947828,5237009,693052,23946,8912,94783,38212,1795,9478,904710,536781,904661,764271,544346,1038955,851714,830070,485052,373100,97219,5702234,3580633,1567252,948469,10833,551864,35768,96688,140025,279902,242568,298134,87208,934,71
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,3209,644304,493506,1437623,178925,942,340,28216,4530,195,6805,240042,49180,367158,77832,183972,300965,201646,260772,139479,96847,9913,1633957,917343,393539,343021,3673,96586,14578,36802,38462,78207,73795,87928,18988,924,69
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,3982,666291,491523,1328385,306364,2081,1371,187899,6238,262,3486,272486,59272,293480,133759,229217,396713,204316,229103,116041,81333,9703,1819069,1078349,436486,313455,7796,103819,9159,32003,37244,74180,77586,106170,23844,947,63
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,235018,3940210,3231513,8090254,673704,134192,27090,340404,127786,9873,26105,1925019,1410448,1165718,2056739,559840,1234549,1383055,1414563,867256,1086650,190336,8089326,5184734,2624165,1586132,34377,1531966,96584,236257,352685,568235,365111,364149,93586,915,76
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,7752,619012,580380,1307211,187197,1990,230,113467,3347,95,1532,367352,100860,538538,100824,163025,378554,269872,247257,111600,65700,15429,1571059,777431,438905,396967,1766,273162,37275,60252,61760,84254,66461,68615,14762,1122,74
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,13212,1121550,927917,2440312,239607,9098,1260,38210,87453,769,5434,485126,227034,626872,226801,208511,507318,459156,453404,244804,214003,36983,2703218,1450907,752303,603739,15194,380072,26079,56682,76036,143725,111917,131446,39342,966,73
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,14093,1201034,1024660,2691952,146970,4408,1182,141315,12810,676,4428,562653,271186,774522,200949,288427,495822,407977,556706,299993,243457,20884,2858689,1517324,800492,671702,14223,455235,34375,67378,83191,157231,119185,137863,40776,988,74
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,3517,348289,317778,780384,26264,15471,219,24762,1046,53,1452,194228,42540,295847,44989,86480,165284,134734,175070,89023,48418,3451,824382,382024,242296,222963,2368,155696,19204,29971,32456,46485,35206,34018,7779,1036,78
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,15145,1651266,1259410,3795424,441254,9882,1279,35497,28134,568,5718,595560,248255,779929,376302,390337,788150,535848,643327,328020,236302,29051,3927830,2402794,1089900,809935,15127,355107,34195,77570,92587,198967,177683,215367,62612,938,67
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,256170,4591396,3635765,8716055,1355630,280700,39149,449617,172052,9862,37083,2231800,1610460,713994,2904157,712171,1530916,1588196,1751284,1080597,961719,114453,9431358,6184519,3241888,1579921,53820,1627847,96076,254251,435279,657707,442943,451745,92615,886,74
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,4313,552617,466841,1057096,53854,2696,2147,175417,5663,2254,1647,266155,114029,268486,120218,140470,186781,201471,225208,158055,93772,7017,1224828,659540,370227,270107,900,171680,13479,33834,45226,91911,64480,47580,6170,946,78
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,1875,487703,382214,859949,142672,1707,518,179330,8476,381,4127,196022,36840,274925,55921,166509,238985,160331,162762,116032,47865,7294,1191303,682919,302425,210185,1631,87120,8898,27564,31483,63577,56598,59947,9825,930,73
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,6094,1115980,906594,2251401,239236,4567,1596,249874,11422,3745,10507,446516,134500,629243,168889,391944,562739,382001,389924,245819,123074,21889,2835594,1549263,733258,483813,6014,198454,27030,78034,92410,174490,136905,117638,13878,952,73
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,676,87313,69020,175102,18691,4264,56,76,16,38457,737,34364,11393,34977,21172,15941,36011,50004,31775,20077,20074,1440,242932,135220,62907,38815,457,41441,507,2685,5735,9335,9868,14808,1953,999,66
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,184,51053,39249,10810,3086,129049,136,400,59,354,288,18764,1424,30377,3783,17382,28163,30589,18971,12213,8105,240,153854,86255,39324,18329,274,23065,584,3362,4975,5409,5002,8534,1231,933,63
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,837,104013,91922,12034,2886,254979,152,495,87,2333,1177,29894,13371,52972,4853,32860,67907,65475,38567,23284,14523,509,300686,168608,67802,37096,637,41638,758,4460,6270,8059,8407,17268,4694,975,71
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,256,148012,116465,43833,1649,426819,140,2409,53,1243,3002,22798,2430,38008,1826,46757,81735,91395,62033,40438,24940,598,538897,314439,111516,52008,1185,29985,289,2546,4632,5986,6179,13208,1647,937,55
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,125,47403,37603,2995,589,134760,59,425,57,1144,622,11541,1229,23982,4119,11155,28461,26794,17867,11645,7102,270,148611,90273,33290,16924,164,17284,264,1483,3054,3971,4194,9422,2089,943,60
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,880,152617,116687,267146,107323,4322,106,114,24,42347,786,49507,15994,65961,38302,32396,69738,87932,55803,37899,28550,3214,433620,251975,107196,62060,937,78949,1181,5299,11800,19014,19059,25862,3080,1002,64
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,276,70148,59681,7553,1115,174112,108,635,70,32,373,14026,1659,36084,5806,20670,29382,38350,31734,22729,15636,405,201062,113715,43646,25165,1472,29549,1272,3745,4814,5535,5457,12397,2570,943,71
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,288,102513,89634,17272,3359,289708,56,1004,38,5617,863,24550,1839,62698,11518,51578,70679,52762,31328,9473,2484,298,319383,216742,70424,29926,825,46851,958,3992,7301,9488,9557,20576,5485,972,60
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,5032,287270,290760,144935,14185,543394,2495,3111,303,115597,1902,135941,41496,106248,108843,118135,163729,127722,94579,58836,61639,9397,802612,545961,192428,86576,957,111335,8824,14620,22449,28384,26067,46821,13667,1011,70
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,510,87371,100156,12456,1646,271596,34,284,45,107559,1504,41677,7150,76546,7171,67749,61526,34677,26748,13544,8039,2934,380401,291097,72934,30362,731,30960,2159,3611,6187,8404,9344,24677,10460,1013,47
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,179,45003,37059,7036,1050,132984,27,332,10,362,533,10940,482,35930,3713,25906,28921,21506,13858,3998,826,831,140695,97082,30605,14495,152,15916,674,1545,2579,3498,3781,8929,3202,945,58
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,1630,193438,165264,122936,106788,389956,209,3392,144,16950,2916,51301,10006,139351,18594,85733,129178,90963,70941,29404,10856,3547,629522,427629,143604,70599,1459,73800,3339,9362,16475,21168,20857,41203,9376,984,56
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,149,117307,113371,6498,1533,366881,58,1313,38,5878,1262,32873,476,74832,12299,80318,78208,45046,28417,12295,6450,541,384519,278569,69988,33431,1473,29492,1765,3905,6781,8599,8908,23307,10355,980,60
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,4019,169547,171048,13249,5264,379134,105,1570,76,505,406,79804,64710,20570,80341,29332,68214,100103,78752,37701,31310,2058,385718,235892,108094,56092,231,80980,4018,7194,10677,15555,16809,22808,4851,1009,85
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,100802,186,51440,49362,1075,699,123446,9,151,45,194,126,23948,9115,18395,12717,14491,31359,30454,16259,4956,4087,78,117133,78778,29690,17189,88,24612,1463,2145,3241,4424,4852,7908,1627,984,80
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,367,34147,31748,4000,4426,75210,16,108,2,46,147,14853,8787,9669,12507,11367,18046,20399,9849,3473,2530,62,79943,52147,20576,11167,65,16632,953,1521,2397,3156,3374,4932,963,956,78
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,162,36444,26417,1668,522,63892,52,51549,122,2,87,9283,5213,21993,5273,19890,21114,16629,10538,3763,2515,125,129448,80723,25303,11831,37,15309,701,1777,3075,4043,4203,7639,1456,945,53
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,121122,482,64515,56607,5231,1290,127124,74,27543,93,5,68,26394,14037,21479,17315,22181,33313,34774,19918,8503,5509,116,156765,100250,39690,21424,64,28570,1683,2777,4010,5783,6776,9832,1756,947,75
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,60191,90,32977,27214,2989,1782,69104,13,12328,25,19,104,12158,4010,16726,4129,9328,19711,19949,10756,3180,1771,22,84808,55914,20082,10318,50,14784,1037,1446,2351,3048,3271,5166,885,927,70
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,42233,168,21861,20372,933,514,54977,11,102,4,2,31,7400,4783,7043,5784,8422,14151,12130,7269,3628,2204,69,56660,37127,12784,6636,27,9981,407,835,1279,1728,1989,3809,867,979,75
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,54476,131,27598,26878,991,335,63444,6,60,9,35,57,12315,5511,7472,8018,8771,14985,16237,9062,2915,2128,35,60096,39568,15894,9404,71,12317,713,996,1480,2111,2357,3988,935,977,84
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,197394,181417,278037,3303,150142,127895,108900,31212,234239,566,1270,2148,157,319,71413,42378,49116,62853,34539,61815,80076,44343,26712,27532,2939,336882,243392,98601,36618,200,72398,3846,7781,11301,15072,13639,21726,3367,919,73
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,138966,129022,197489,1928,107038,90451,25496,4384,234955,998,1519,80,335,221,50724,20712,31845,44255,21654,46756,57726,30518,19855,23439,1770,247520,173701,68485,25557,245,37427,4045,5281,6521,8262,8132,16961,2934,928,74
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,159494,537,83479,76015,9840,2057,181847,78,442,66,6,286,40154,7236,37536,17742,20259,43483,54035,27425,13077,10299,870,192003,111243,52853,30363,163,41057,2512,4144,5376,7755,8205,13619,733,925,82
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,119626,178,67432,52194,8102,3444,236494,84,1256,314,1,565,14398,1080,43607,7415,37431,46055,30500,7628,3565,1772,107,257587,168773,53600,27437,450,27663,1076,1939,3117,4803,5834,20409,4169,899,48
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,105893,170,57926,47967,3563,950,158224,31,350,17,198,85,36182,2073,38903,7295,22494,32722,30434,12785,7268,5926,481,156566,108514,37842,16969,93,29489,3925,5097,5665,5810,5379,10753,1262,951,65
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,155,63653,53858,2979,1052,191864,27,572,5,1,96,24998,773,40690,9451,29602,40900,33514,15013,6008,2760,116,194363,134573,43210,18762,51,22080,1266,2726,4022,5246,5870,17278,2579,929,60
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,128208,198,67385,60823,5605,2043,158236,34,318,8,20,79,25268,3228,38499,8170,15865,37024,41627,18746,10223,8030,401,156964,106951,40510,18811,71,22108,1354,2349,3266,4549,5265,15026,1460,968,77
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,102881,261,53504,49377,2580,772,136995,39,286,6,2,77,28846,1433,31267,6044,16523,30889,35113,17282,8821,5560,1107,141283,91709,32267,16730,51,22868,1491,2702,3343,4185,4558,12308,1746,976,73
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,1621232,7370,902359,718873,2197709,94254,6434,237,111,201,18345,3238,296834,36478,601154,82440,342192,470502,416510,267354,112392,105962,27493,2371032,1303828,622575,390611,3515,145565,20029,54495,93038,138110,100931,103304,19500,957,70
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,1094140,2637,596269,497871,1398543,104202,745,169,81,111,61,2425,164636,15864,373862,54244,210736,391081,297270,177013,71815,67536,17449,1556045,848660,393629,260486,3562,62233,7351,21650,39097,68331,65097,86164,21837,981,73
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,2011469,15046,1103033,908436,2457729,141263,11985,1026,6276,1180,168,4843,349587,103177,579529,210768,289414,545514,513039,328319,159456,181601,45279,2534804,1372301,743090,499895,9184,205665,18775,53566,96445,149191,112916,111395,24543,940,77
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,829910,1810,464093,365817,1185542,4805,727,124,366,39,139,1069,117172,19846,315390,36979,188872,238599,193395,132002,53162,43064,10903,1201884,641697,326233,222398,2483,51080,9130,33871,49097,72187,55467,52484,6134,947,70
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,262537,635,153663,108874,353160,1556,219482,53,2180,66,4,1316,63112,12035,152095,23050,68405,76419,54787,36977,17084,12556,1882,603931,345387,144043,85072,3315,23322,6623,14473,18351,26757,24221,32974,5419,1043,45
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,2210050,9049,1262652,947398,3486059,13315,23975,590,174,170,76,4672,405298,120191,795476,219918,518072,767140,508511,297490,121151,97147,31266,3396108,1980232,924756,613249,10794,215821,29401,71997,100085,166690,162327,187270,39124,983,63
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,405879,2498,228092,177787,553587,12783,10462,1441,80,70,67,1015,81433,18950,103224,73962,69122,101541,103622,70928,32909,22010,7932,551572,320156,159477,98555,1317,35184,6646,16582,24085,33104,24498,26277,3432,953,70
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,802036,1953,484177,317859,1555367,4975,11160,796,175,1225,220,2951,91171,17610,456336,38412,213426,225468,172905,94044,40383,27385,6840,1545819,880160,415778,275533,5398,47442,19666,75066,80742,89124,68860,66964,4392,1003,51
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,399786,768,233900,165886,580300,2138,148895,82,290,47,23,1335,28736,6938,218446,24489,108606,145604,108773,48856,21351,14962,2462,738562,436625,177471,117777,1237,19176,9480,24120,29073,33620,29548,41443,4720,1037,55
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,1089265,1628,579970,509295,1386792,50247,1423,169,62,52,24,1592,173107,15879,414749,23494,218444,357621,298557,203472,76449,75926,12507,1537699,771284,374559,290894,3624,58387,10236,29344,49886,78649,67677,76547,15066,1007,76
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,1749936,35701,957515,792421,2147632,84060,12527,1264,475,476,434,4805,349860,160277,331834,356895,276378,445785,436534,295099,177974,247498,66645,2317157,1199521,653346,391701,7105,230413,18058,44580,84648,128638,93422,96982,23308,929,78
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,568090,3988,340843,227247,1294151,8850,68550,518,219,491,3384,3484,85766,39631,381789,78339,158847,158653,98266,60589,32257,29000,10200,1318519,818578,348803,207206,5060,58682,24598,56868,56195,68441,58914,67257,5932,1032,41
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,244706,448,147001,97705,600219,1871,10039,213,43,195,35,577,24604,4738,167884,15839,60913,64683,44962,19031,8487,5585,1202,595219,381913,146355,83284,1640,12839,6373,17237,21796,28031,26959,34167,2887,1020,40
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,1369397,2950,794171,575226,2113079,33706,15008,661,162,109,351714,5299,140189,29031,689110,64479,283489,390037,385216,214921,92060,72847,17415,2550829,1449729,650135,414076,5798,109355,32205,71256,97992,136689,106576,126527,16403,1006,54
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,688362,1163,392333,296029,955754,5278,383,107,33,24,12,1198,124984,11159,261646,26688,174904,227102,177180,90089,36951,33148,5685,977617,502136,262086,196994,1573,43798,6935,27065,41202,63815,45989,40150,5812,915,71
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,301962,308420,299383,757,180903,118480,601092,4952,1778,724,76,905,22,833,43976,6414,197258,11869,64389,114394,73787,51886,19577,10131,4316,654566,344075,152681,112325,1301,23219,6701,27054,30196,35145,28716,29939,2196,1021,49
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,865380,833350,1291939,3416,704857,587082,1644905,46094,4239,193,243,94,302,2660,201605,33331,402014,72210,251520,413605,364098,179086,84374,87000,15511,1704984,888134,477430,328666,4500,87997,8976,29831,58018,95123,78744,81794,16996,963,76
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,471960,495951,407735,1553,241959,165776,874445,4607,84916,219,249,123,44,3308,61543,24924,237343,49205,84956,97387,73210,46001,21439,17681,6306,930120,577569,245766,140825,3751,33500,13929,31430,36916,47122,40319,50421,5827,1051,42
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,526877,514222,703691,5231,393192,310499,964188,20120,50637,2506,310,86,1117,2135,126498,33612,220697,94798,133005,185289,171876,108455,50705,45828,13071,990477,565700,286575,186726,2098,56878,12690,32844,45909,61507,45168,45780,4931,976,68
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1061147,1032290,1342322,12787,750147,592175,1532352,71391,385011,5713,710,721,89986,7553,223537,77581,387911,230151,208100,350349,335380,243386,120373,94710,36590,2049353,1188918,573238,324436,6845,132466,22086,55307,81425,110866,85932,102594,15083,973,64
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,97809,102413,154916,1868,79903,75013,152638,28835,18391,46,63,54,14,181,47880,28366,35618,33715,18943,32899,33458,29456,15930,18998,4877,187278,102333,60089,37434,366,30326,2894,5828,9084,15087,9435,6876,864,1047,77
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,19143,22673,36470,574,16610,19860,27940,12856,958,3,21,14,3,21,7150,3632,0,12110,2948,6043,7930,8773,5711,4475,978,39851,19760,12543,9428,85,7041,185,402,821,1655,1083,1709,1342,1184,87
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,27301,28325,39274,207,19919,19355,53537,1191,873,3,1,4,4,13,12859,10399,0,15519,3804,10954,8806,8044,4101,3836,1315,55783,31973,15235,8402,16,10895,311,1568,2401,4851,2569,1521,87,1038,71
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,1318408,1172248,1684770,29961,932981,751789,690939,12502,54344,1716935,876,3152,1044,10864,461231,279993,275477,385476,197944,313874,283819,328229,203656,142399,15879,2025810,1384987,667193,436496,1980,379230,8987,27743,53282,113079,110436,138044,28732,889,68
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,743197,645328,844868,11284,488261,356607,380569,16299,2474,984286,246,1266,559,2826,255650,118427,218159,137563,117795,182796,145626,163928,96329,70240,16666,1231909,754927,377707,255283,608,232629,6681,15380,29909,64112,58722,73819,17412,868,61
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,4348,215767,165518,141363,3125,1227,469789,155,1109,103,637,113549,62103,99946,58917,53734,89433,71178,75419,48360,29838,5790,578647,336540,164962,113721,2285,99988,2260,6768,13162,27494,26916,34001,7592,890,62
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,5138,238696,187337,152851,16808,1698,427521,48,178,251,808,113683,64037,117559,57337,51897,102257,83931,95073,59555,34990,4607,574624,321018,166781,111028,1336,99858,3373,7170,12956,26856,25517,31413,8468,871,71
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,10042,707070,520441,906408,6844,19358,1090815,454,1143,278,3774,349662,141899,348522,153868,196971,306838,226433,221806,147698,82448,25734,1922797,1171770,525459,331259,586,274015,5935,20792,38362,83824,87705,112699,24850,893,60
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,14428,907660,727059,1074332,27667,176587,1002874,405,580,812,15066,411216,244468,420860,185488,180897,315156,290618,372317,243539,104345,22107,2006999,1261421,611353,423301,2248,258924,7861,21055,43883,100635,102682,126141,28955,895,71
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,809057,777568,1199699,13747,637927,561772,1000743,23089,14968,538208,3476,2034,531,3576,319930,201675,422673,128592,143871,256127,238975,301435,176013,93618,17427,1522189,831741,422782,330671,1431,210621,12002,26350,44638,80977,73012,78502,14213,961,76
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1145211,1048379,1622537,39082,882581,739956,1394329,30233,26016,718363,11385,4011,805,8448,446200,299449,330339,377791,183441,333736,304652,339758,216646,162965,34576,1963583,1159156,616431,416449,1554,392909,15964,36351,60945,112642,99510,107202,21459,915,74
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,426311,388857,576567,9732,316254,260313,336124,10190,5445,453692,6662,553,334,2168,161206,110555,165433,95770,71698,127031,112774,128828,77442,48221,9501,750490,433331,222324,157833,1680,137713,5447,12347,20440,40344,36166,41775,8817,912,71
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,58589,1428348,1131877,1502403,77713,16517,1863408,2007,19620,1254,15817,703624,488757,395032,641789,277247,488129,443759,527568,318876,272280,44240,3004079,1901528,980046,614258,2907,667902,25002,51806,88053,172627,157017,181920,39679,873,73
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,408732,361019,423560,2673,244037,179523,156539,10375,917,598443,123,1577,493,1284,140099,39414,145603,50786,75708,106162,84553,85953,48663,27461,5658,745671,420050,200882,146103,2716,99571,2780,7776,15496,34500,33501,43195,9879,883,55
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,525920,469826,627889,7897,348549,279340,158414,9388,3277,818921,178,436,365,4767,183396,89445,214295,74144,98764,158812,116716,128693,85642,37417,11956,944336,535408,258826,194768,6744,167596,4014,10988,20558,42398,43424,56638,13208,893,63
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,475622,426274,524848,4571,300401,224447,254920,4333,1681,638625,240,744,433,920,166585,76441,149507,74650,90240,137470,101852,104682,62612,36905,10666,885313,495167,242628,162297,1804,133635,3133,9529,18916,39766,39285,50539,11624,896,58
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,24274,711052,555739,783306,40043,5683,1059944,245,1914,1410,3141,352929,209192,299279,218090,173890,283837,239609,256826,157435,141947,27272,1799588,1042519,517079,335100,988,309524,7644,21213,40628,90122,81295,97179,23659,891,67
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,357485,327142,502731,6600,278534,224197,304481,14492,2094,361045,118,653,143,1601,129123,67749,148162,60537,53005,107715,98135,116836,68794,38823,9388,616796,365300,185424,131707,2196,88385,3762,7605,13894,32111,30243,36233,9006,915,73
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,878029,777140,1002077,10736,570413,431664,389410,179116,2406,1077438,268,3222,1038,2271,305557,135280,292156,156788,163251,250833,197901,220210,130155,73636,18393,1624482,904316,435148,311621,4084,259912,6907,17039,33400,71966,70357,90990,23371,885,61
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,1324085,1258967,1526673,13499,926268,600405,2201663,314159,10605,6799,417,45614,184,3611,393498,171799,409335,274919,379043,394576,313680,200191,130608,172683,28138,2653253,1561077,629951,388040,3984,204571,18014,42264,49429,88933,92359,147203,45729,951,59
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,9750,1359829,822647,3039279,547335,2696,64532,4384,13221,348,2384,485723,123478,782294,212967,492781,492981,468628,324050,230415,222622,31390,3647772,2346721,836000,490137,1321,172919,14425,40322,52787,114385,120997,205655,80342,895,59
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,907754,889731,829343,2324,513854,315489,1701234,48834,22250,427,138,22613,109,1880,120603,34189,390437,39407,240067,190259,137780,75011,50438,47094,8145,1789708,1153029,406214,216554,21688,45574,7473,35994,47159,71712,73610,116222,13889,980,46
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,1363,432607,260700,1133349,79984,1432,3066,84,2795,48,1997,161310,32685,249184,69804,203489,194024,144190,76209,46847,49939,8057,1268597,762204,286344,173100,1107,42258,6693,22098,24758,45415,50418,76898,14041,929,57
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,2766,783461,404861,2244882,321192,1157,450,157,34010,34,1869,126494,39580,542825,55980,406804,352636,219932,101291,52272,39533,7328,2681654,1731122,527629,326476,18524,66597,8560,29664,39063,61824,79235,184503,44927,902,46
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,1355726,1192736,1480869,4179,943910,536959,2143046,371286,1576,23456,899,5758,18,2423,288723,61113,479437,129697,363676,330336,314953,211938,147520,132571,23311,2629129,1659515,546362,329127,13458,85903,8505,26036,32727,63336,78022,154757,60224,880,58
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,1220736,1187787,1256126,6207,777582,478544,2224839,142427,1978,1468,183,35149,60,2419,373644,93768,530015,145865,398993,338296,258990,141250,92785,106667,10928,2528365,1439454,589476,365023,14570,115740,24867,54484,55799,92863,91257,141742,32585,973,52
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,1240801,1123136,1278801,7607,782399,496402,2073356,235741,1901,20072,285,30850,79,1653,220793,108812,335754,196179,410155,333211,254335,143669,80296,101714,18577,2357288,1543867,517271,288165,14634,195188,6510,19588,26627,55756,70326,139477,57686,905,54
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,577160,533746,585044,1392,371705,213339,1017688,66609,682,11059,144,13455,24,1245,136969,33406,239836,63452,153500,159218,121104,63248,41227,41052,6460,1139431,686771,267648,155958,529,42082,7534,20280,23024,41508,45812,67553,14360,925,53
