State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Having_latrine_facility_within_the_premises_Total_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_3_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,sex_ratio,literacy_rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,5512,856350,626997,2399901,275970,15422,1377,25510,617,322,22120,566108,194954,597466,220248,232470,344167,281752,225957,143143,100226,19277,2377632,1536378,704551,422522,77788,191052,27018,80780,103066,182282,132039,114585,12000,1001,54
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,8606,1338474,972486,3599372,443456,20463,932,341,1417,309,14858,897970,223016,902997,341431,462273,720357,582075,331793,162175,144915,23341,3795998,2189396,1104565,739612,47575,353948,36633,106460,156107,291388,196768,153243,20566,977,57
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,13763,1484794,1183084,3737588,397870,24129,867,253,1322,358,11677,944555,324406,907970,395900,522961,770836,673197,548336,265199,246409,36017,4233948,2148179,1159053,807430,59402,382377,55151,132169,175853,311451,190750,142837,13905,997,64
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,22411,1716933,1571644,4983330,77777,77825,738,413,4149,403,9661,1297273,479914,1199479,406362,669420,947606,797497,521562,271809,263023,47702,5043222,2724328,1478954,948122,2892,800168,95856,239150,275218,468704,208570,112434,7478,1006,64
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,19383,1634726,1325715,4217597,559770,89763,764,323,3282,332,15982,1186028,648568,1069877,513113,736270,845810,674957,453446,246580,221924,30279,4683615,2583462,1371811,928462,4078,762845,83026,212589,229537,413160,200288,139120,10111,1003,61
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,149034,1542688,1349467,2046051,1713405,87522,11446,1268,19560,1929,62142,869721,581509,0,1066289,230962,596591,685215,811501,517425,558090,45937,4002623,2249130,1068243,542669,83281,868186,20495,90415,135609,236179,174472,181806,42536,954,73
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,8831,1257238,949591,3491139,244723,24979,2086,332,312,115,12583,926768,344667,877236,288044,340372,453505,482842,463403,293493,256633,35312,3605953,1940234,1031735,728494,75806,452865,55169,146503,166249,306232,176730,120450,9406,1008,58
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,8628,901640,728594,2595321,158887,33463,655,217,459,539,7829,668519,219710,669262,201363,295639,346118,329630,238811,154774,160804,25456,2426504,1530602,774583,477955,14230,360531,39441,120442,144836,254089,114041,69643,5094,1011,58
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,30438,1598959,1410759,4023678,307043,145598,1393,863,6320,906,31597,1163932,632890,909292,567042,618101,692968,630603,531821,312753,328454,54728,4521927,2340943,1284630,833959,57866,863417,81004,218150,235751,417156,171961,95350,7885,992,67
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,10081,1246369,880792,3328380,670737,33165,737,255,2235,434,17520,816721,195001,783853,306982,521327,672951,466940,271828,152453,115504,19282,3738218,2368684,1053618,609027,22134,353289,29425,86663,120568,238908,188029,181675,31914,988,52
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,6153,1158386,782260,3673456,334172,21345,658,290,388,267,22452,757821,136843,848963,161052,419379,596134,441585,308575,169083,98227,16121,3653423,2360874,1027525,637430,27199,231015,25689,79590,120964,225428,195006,191259,35923,977,48
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,8635,953406,683731,2637313,342449,34301,1309,554,457,217,16688,604719,163074,593653,195479,324267,503713,481984,373729,201928,127493,16466,3229398,1735769,779738,509368,8413,293838,19664,65211,96457,178179,144437,140018,22798,992,54
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,7715,1160757,840262,3249231,188646,35025,937,241,250,132,14347,789225,228818,833504,197433,369537,518669,471233,367424,238695,196134,27003,3483506,1932349,897137,651748,7575,355700,45165,120169,144858,270974,163054,119437,11775,983,57
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,5261,790214,599596,2123426,391596,19653,2357,1847,542,146,11768,545913,186740,565165,155133,269487,421399,338668,396396,223365,141850,13382,2846409,1399773,676401,437573,37588,245523,23207,67384,94217,163189,122189,107972,12575,1040,54
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,6151,1107686,796749,3150195,220654,18775,266,97,204,206,7051,763746,290947,873486,214089,489805,495556,368919,249034,142026,133627,21976,3119253,1832695,917391,641707,5655,321332,51012,130198,144923,251635,151457,115932,12119,981,56
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,3988,857824,637557,2666950,9025,18879,193,77,160,106,7724,615432,149554,752752,149684,291793,348354,319244,251521,146721,121213,21031,2509869,1423119,747385,528736,3874,146386,42847,86481,118149,224481,121821,85869,9675,1015,55
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,4453,707503,530885,2299129,16423,17853,380,114,815,183,9577,527736,140361,592458,157056,250446,300057,257468,186576,115144,103591,27041,2272006,1206366,666394,451469,20245,131289,30854,74473,104907,192867,105612,80085,7807,1019,53
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,12952,1179790,885233,3273755,197333,31377,1453,253,569,126,7710,828077,237349,758738,288249,314252,457529,454322,430242,279234,248942,27663,3403436,1891954,941452,664872,14298,388583,43692,124347,144960,285338,162772,117016,10428,997,59
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,12050,1379223,1273166,3733191,86142,109120,288,209,1578,211,6227,1017568,435334,1007255,248373,595331,718960,585595,415178,215863,207586,33329,3800609,2051513,1127764,755533,2156,694857,70587,193110,211052,363280,150277,82492,4982,1004,67
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,170,44027,29147,47683,2134,35969,94,50381,95,11738,132,14593,4762,33422,6498,20425,22537,17354,10032,5641,3633,834,137746,96630,35018,16414,164,19606,1429,2130,3395,5197,5300,8962,2015,926,49
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,57,21599,16850,12333,652,37136,36,452,23,27868,190,5318,3583,14503,5215,11713,10487,8852,6213,4510,2330,142,76010,53752,17922,6960,56,4703,494,1068,1626,2156,2405,5600,1261,1029,49
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,450,34210,28366,27854,2289,18254,69,776,30,49393,549,14231,4866,19497,9524,9938,13713,13968,10937,9498,6540,525,86662,61993,25334,11802,85,11735,1215,1598,1966,2950,3186,6270,1910,980,63
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,95,20258,16348,4859,471,51189,43,121,81,34158,1154,3911,586,18603,1092,12661,15054,12264,6997,4353,2031,299,96280,64379,20713,6836,148,4066,184,648,1247,1898,2213,8718,1054,1032,40
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,312,48380,34682,99020,3846,10684,210,24452,104,7277,133,17157,6549,33599,11372,19306,25179,20643,13070,7612,5180,584,143995,94890,35493,15195,148,17327,1667,2314,3828,5588,5666,8813,1531,912,57
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,207,18087,13762,28915,2247,9213,33,2932,19,10393,328,5932,3068,12000,3950,5875,7957,7351,5508,3570,2795,85,47547,35140,13254,5652,34,6143,926,1038,1399,1975,1848,3048,649,928,59
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,381,29470,24587,9551,1482,34402,27,193,13,37085,277,12493,4211,18112,5365,8492,10821,11661,9861,7674,5230,295,71307,55258,20305,7412,55,11232,960,1225,1636,2058,2027,5450,1778,984,65
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,2477,65794,55254,57027,6148,84397,310,4768,139,22586,1198,30539,22966,20308,30180,15368,21956,21376,20007,17342,13840,926,141175,120592,43812,11856,313,25706,1943,3138,4629,6373,5294,9382,2717,980,69
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,96,17720,8353,11842,787,776,1164,34920,72,349,67,8635,3794,10730,2452,4904,4730,4029,2140,1989,1379,667,39041,30709,13849,5399,20,7026,1194,1203,1580,1777,1529,2034,160,714,52
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,98,29313,18661,20682,1103,83361,61,778,43,5325,622,16026,3104,18420,6500,13585,16989,12077,7834,4305,2134,182,107734,71785,25669,14423,98,16937,944,1418,1989,2960,3025,6681,2468,944,43
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,97,10723,7472,5261,411,5643,27,2577,7,20967,427,6198,1504,8569,2182,3952,5584,4915,2935,2211,1349,46,32201,21090,8910,5252,68,4413,795,833,837,934,978,2100,709,889,52
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,139,24807,20471,13474,521,8779,28,297,11,59449,889,5373,3123,14542,4672,10219,16118,15339,10348,8017,4276,473,93154,56054,20055,7230,109,6658,364,1162,1714,2530,2691,6174,906,998,54
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,202,29566,18926,31265,1970,8466,328,36087,71,5556,204,14188,7133,17889,6306,8836,10317,8428,5633,3987,2693,299,65799,53026,22362,8493,66,8253,1439,1689,2447,3294,2768,4146,622,819,58
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,303,36777,27969,15881,2218,29969,577,3311,49,60005,264,14204,6115,22272,8503,14227,17675,15908,11441,8418,6030,521,102176,70415,28305,13469,85,15800,1017,1395,1944,2896,3329,7494,2399,930,58
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,2078,499038,398020,492966,1198036,1020,112,49,399,14,1026,84804,50806,447189,52192,210607,307884,300845,121924,87377,46947,8007,1747752,1072312,405046,215355,909,243504,8117,23690,47692,74238,68622,95730,20383,953,53
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,2523,237114,196964,359145,371033,5924,384,236,871,9,1202,49866,29937,181923,38470,93591,138294,133643,55924,35491,20221,2267,740152,458796,184849,94939,220,84687,4790,10961,23471,34496,27859,39096,9614,966,59
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,5316,639946,534182,1038985,654816,37635,280,341,1673,98,2789,140205,62135,346227,88933,256855,447993,379469,156156,79766,45341,12951,1736438,1048990,444899,241776,952,298041,16072,40838,61055,76457,66319,93340,13962,959,68
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,1166,268666,218373,327322,597392,1688,431,57,724,19,867,45444,17676,268517,20189,119027,163277,161153,59039,47398,22267,3079,950796,583436,226525,118102,437,95080,5759,13648,28435,42950,35454,50693,11113,954,52
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,1192,237761,185267,655052,13475,8711,297,911,167,6315,1205,28195,16547,211758,16504,79107,138838,136371,80804,55399,28006,2868,716377,434221,169630,82051,231,57995,2272,6031,14583,27022,27785,41922,9944,953,62
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,8817,491361,393170,1198401,64526,52968,2261,4673,1055,46,2405,136685,76292,299852,77163,143189,243607,301287,139813,89500,59380,6984,1324504,767147,371864,186774,550,214721,7689,20405,40321,65072,55815,70958,12681,961,67
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,1364,304302,259275,347878,579929,77862,771,194,477,103,969,78641,21455,228610,39504,124700,213510,183904,73683,39885,18294,3464,1032511,650509,239831,117427,416,129311,5075,13846,28639,42030,37705,56821,13429,964,56
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,3073,396475,325289,917426,90312,50582,1131,3863,530,1347,1697,82345,40889,292893,34190,117393,223902,261192,111145,66197,36887,4084,1079697,629153,289085,148244,406,153723,6011,16114,36345,55653,45372,55869,9489,964,68
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,1211,226836,180530,251194,397653,8480,84,490,247,636,512,44143,11035,159215,16202,88596,177984,139029,50056,28504,11608,4265,673348,419921,156243,82841,291,119292,8648,16921,22356,26771,24404,38038,6429,951,62
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,5651,432335,362594,1008219,54684,21051,1540,2378,719,578,3087,122063,71639,286330,80824,99454,201680,295444,128050,97025,62608,8433,1101864,604908,315550,171062,736,155435,7211,18085,38630,59963,45985,53066,10178,962,73
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,3109,550219,445100,877495,601784,33297,319,185,1330,55,3077,122191,70272,390596,43849,163849,290097,353861,154831,118849,55011,6444,1535620,895775,408232,212740,795,180800,6457,17754,40617,75358,68286,79952,16918,949,66
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,1923,314253,242961,766000,20290,157789,370,6260,397,3568,1639,53918,18763,215691,37185,109324,212224,199289,93137,40602,18225,3426,986320,618633,233739,103123,818,96932,4739,10667,21086,32646,33361,59266,15226,951,58
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,1933,435942,359355,521962,692489,11990,114,446,524,110,1051,70951,28261,261945,32695,198059,333885,257931,76685,39637,21408,7903,1239293,779850,284368,163990,478,210254,12064,25453,35171,43298,40825,72351,18085,963,65
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,1218,275220,214085,529068,252271,101091,93,1718,396,123,2382,41373,15089,204896,17115,116899,166013,154715,78788,39571,17287,2733,916607,552671,224715,108956,800,52532,4612,13066,26736,40099,36026,50540,8992,959,55
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,1948,375552,307934,797130,193476,46217,412,1074,250,2410,1168,60296,32104,293239,34694,126950,212080,217497,107326,82885,44212,4731,1071358,639385,268872,133615,265,117971,4451,11429,26384,46006,41306,59383,14313,968,66
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,5121,921850,788866,1225246,1563203,26844,3036,1073,1162,61,3143,195631,89206,674999,124186,392616,638088,576214,199792,115864,66994,10351,2873116,1778277,678034,366112,1345,422431,14457,43763,81779,116769,103983,160725,39381,962,61
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,1631,293184,238587,491582,277488,429,62,27,1004,9,1038,68313,37849,210706,28238,75866,141690,192771,81507,71734,39368,3693,795589,442061,211320,117809,449,103600,3526,8612,19755,37258,34696,42345,9160,949,69
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,4358,620525,488047,1422824,350536,138166,1363,5088,1003,221,4909,133368,70047,483325,64528,216097,416218,377653,141373,90385,49901,6412,1925180,1159991,501239,261648,1232,228882,10246,27709,57488,86521,75945,108021,20969,956,58
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,5135,453449,344873,1181347,48373,76877,1999,16228,837,395,1873,161718,70471,290704,90910,150893,266717,276292,109805,61040,38152,7353,1327333,799874,352158,175377,520,217556,9188,20339,36547,57086,53835,76134,15254,952,60
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,2561,727643,468125,1593525,1207442,4116,371,187,1910,63,3955,43290,17004,659061,44213,625357,426625,206161,112955,68177,39627,6938,3139606,1872943,612012,324091,2523,52549,12500,67876,73656,97412,106781,175194,28036,921,43
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,2362,868733,597269,2291133,237353,2218,295,334,775,19,7946,44456,24106,428291,49006,559512,482199,302662,253142,136783,91371,8329,2618129,1626969,564571,340948,7585,84329,6645,23974,27722,47730,62063,143408,75580,926,58
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,23258,1430936,1072901,2545438,786677,15991,5142,309093,30981,1005,6955,589477,246324,551789,427343,381695,686271,422964,537936,310762,253253,19101,3431716,2211996,909771,571932,7583,360410,22399,63485,88118,174101,153774,186833,47877,923,68
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,2362,868733,597269,2291133,237353,2218,295,334,775,19,7946,44456,24106,428291,49006,559512,482199,302662,253142,136783,91371,8329,2618129,1626969,564571,340948,7585,84329,6645,23974,27722,47730,62063,143408,75580,926,58
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,23258,1430936,1072901,2545438,786677,15991,5142,309093,30981,1005,6955,589477,246324,551789,427343,381695,686271,422964,537936,310762,253253,19101,3431716,2211996,909771,571932,7583,360410,22399,63485,88118,174101,153774,186833,47877,923,68
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,1704,590961,374360,1772655,250925,6138,139,113,94,1035,3664,62359,15459,425604,18492,408188,386707,196305,120653,63103,35767,3922,2094476,1291235,462080,278863,2585,46555,6776,32221,41314,65753,74513,128170,31266,907,47
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,4644,918507,630166,2554330,407348,2209,402,229,276,57,5690,120373,49493,594377,139248,577601,484502,291877,207136,144783,101836,14599,3064885,1951688,644874,369996,3983,186662,13797,71413,73578,101080,112067,184650,39525,895,52
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,6764,937669,635397,2487866,537098,3556,415,180,1050,32,7569,174534,63241,522527,130634,614644,524322,300767,247079,154643,118843,16119,3116132,1952879,674660,397654,12573,189954,9815,49203,63325,96431,105148,191216,48168,880,52
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,3661,973486,625665,2518216,197819,2165,544,647,1472,48,7496,62153,45763,434559,77368,581580,605307,367059,313509,163303,131137,10630,3177665,1722387,613072,387389,5559,112983,8370,25259,29472,49809,63618,150381,88646,907,59
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,1784,593544,396263,1591454,105423,2125,248,5090,97,57,1858,46760,27362,299252,35405,331675,420187,256124,178044,89306,64117,5224,1802491,1074754,375372,253998,2228,64826,4625,15443,18203,30535,40198,96849,56545,922,58
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,6280,1125566,691068,3042729,881476,3534,832,245,236,101,8232,127442,59510,907174,95539,672797,490534,332382,224622,152540,129597,26073,4231743,2535344,865971,529314,6756,202524,18736,97067,102760,141310,151930,249637,44346,911,46
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,6856,1368803,928810,3876395,488121,3943,913,870,1723,108,19345,112617,57738,696289,111282,902272,757690,447480,342254,191824,131163,12047,4738098,2810026,936630,537333,107429,167232,10388,43065,51094,86740,114166,262055,122997,937,52
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,3707,793905,589093,2119262,436057,2463,271,167,133,28,3631,69375,31193,515925,38133,540603,470828,291624,223776,123249,79109,7690,2714598,1642807,546202,370662,2341,84425,7841,23345,29960,49267,65861,157982,87471,1021,54
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,1839,534385,324203,1525746,217621,8443,162,159,87,3438,4749,32633,12984,325909,30851,420472,317612,153973,104211,56137,29633,3439,1850774,1135919,392052,227016,5418,45733,5498,25310,30414,47218,55092,102930,41829,922,49
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,1106,374412,244469,1045117,75742,691,148,248,60,58,3249,27641,15507,186660,28132,211761,165906,117558,112966,68748,45519,3539,1221874,714244,254582,155106,1381,50439,3148,11836,14459,24518,30599,65873,31213,922,55
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,2941,762256,517934,1684589,1365645,8659,2754,212,507,2141,6522,60900,32570,668232,69838,472616,444260,237243,133811,88498,57114,11896,3150989,2054202,660403,353483,2941,108018,20222,71206,83087,105287,108736,190893,37632,919,42
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,1580,461153,306875,1486989,175588,1253,143,79,86,115,2633,40641,15401,373696,21007,350601,233494,130004,100555,65931,38697,5969,1828574,1114645,355531,195796,914,78061,5547,39429,40886,53562,60276,109253,18748,886,46
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,1093,439921,305135,531236,1149095,5783,398,183,1476,28,2201,58718,11715,401793,43357,356401,235779,89025,42778,25989,15386,3761,1714516,1139615,361114,188447,1224,34858,12920,37799,44945,53447,55440,108403,22757,950,44
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,1186,305182,202088,956396,40886,487,140,52,78,52,2821,44491,12938,175882,31763,172076,149312,111684,85807,48001,27261,3814,1048922,650642,218840,130655,775,52316,2515,10049,12890,22380,28867,62457,25272,902,51
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,1397,517666,316911,1753829,241760,1342,170,60,133,81,4387,23236,12302,486278,24000,340813,189431,114474,99437,79891,44955,6509,2077788,1311771,444235,242382,3374,52388,6090,46102,52354,72963,77776,126649,19067,911,42
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,5319,1340085,815253,3652168,818912,3262,564,328,442,169,11534,113281,47090,1047552,41234,783888,771417,520875,303114,170563,137780,11352,4702068,2860455,1009424,611899,5601,166993,20753,102414,108433,157322,175465,278421,58731,926,48
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,2653,473741,328076,1252319,110416,1815,338,95,145,61,2576,90461,49141,222281,85782,226699,158699,146414,147152,101907,64469,4394,1348410,860147,316713,188319,2586,102385,4944,23445,30778,47936,52077,85773,18796,876,59
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,10290,1487117,1022115,4032773,745546,5149,933,288,382,98,15893,180651,87796,998694,120700,1092952,743623,419433,299475,194920,138916,14475,4828232,3016735,1079189,697108,8030,256532,22443,104046,114417,164807,179976,297357,64817,900,52
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,4156,919558,600375,2669775,198033,1978,393,414,561,64,6435,101378,43761,514141,102522,581978,486266,320839,274556,177358,133032,11159,3309573,1829128,642197,403129,3199,149675,9824,33798,39387,68723,83371,175870,76349,922,53
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,1841,659474,431538,1964620,244394,1299,250,176,279,80,8048,31162,20522,379551,45323,601011,368649,195072,161127,95943,64585,3130,2580956,1440781,485628,288805,3932,77297,5117,19722,23197,40493,54284,132750,71186,939,49
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,3495,1091226,668255,3047427,865090,8469,926,1337,296,1895,9602,57546,38414,839514,96620,1053481,543965,250243,159563,98732,70669,6035,3893566,2544205,888205,497793,4839,112382,18044,66944,70446,102964,126010,249111,74546,909,45
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,40692,2028047,1431632,5356075,439952,12551,4803,1062,2151,203,21668,546859,321307,657991,552103,1244842,1095655,920051,698351,463361,452340,46126,7511199,3626564,1382654,815638,13609,507581,17629,60489,83095,153095,175456,328240,139437,897,59
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,7719,1407603,869354,4086453,990349,4865,668,878,464,104,15590,74979,52358,1142260,101565,1280809,982506,450631,241118,121594,68781,5149,5293345,3316422,1122340,648009,12600,179522,20306,110085,115248,155286,176594,329859,76925,902,45
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,4170,805261,527065,1989420,1255641,7989,614,353,1450,650,8502,86058,33688,712847,85749,668690,360243,184327,119259,83226,59996,11116,3285643,2155512,696556,372692,39859,87774,17045,75176,82784,107266,113962,205154,39326,921,41
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,4594,1061783,738049,2645415,300487,2889,2569,1584,252,537,6185,114893,41659,512383,95678,535187,548971,399053,333053,194928,161555,16006,3065196,1875174,673742,407193,3809,128652,8103,27143,32977,57298,75928,166881,87548,918,61
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,1668,506374,298622,1629254,266620,1292,197,60,109,8,3121,41342,21651,432651,38046,348300,194897,104182,90182,64560,47051,6016,2006537,1249692,415863,233870,1236,61597,5742,39031,43608,64222,71272,122491,21846,906,42
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,5379,1293575,849305,3800598,452370,2126,554,292,231,112,5283,88021,46123,1012979,43486,781038,710468,438908,284082,186153,129933,19126,4546359,2766930,913339,568812,12485,159459,19043,94848,100052,142305,162478,274280,57347,911,50
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,4509,1285767,871687,3534772,406449,2330,371,229,322,107,7282,94787,51822,701323,76299,793945,693465,433759,361171,213251,148065,9848,3967204,2516115,847031,585386,3330,137526,13380,38867,47876,77631,101370,238266,124352,954,55
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,631,196431,132245,596102,37653,313,75,41,43,31,2084,20065,6803,108293,24345,129673,110525,59529,52860,33856,19676,3399,715127,413475,136898,85045,924,30019,1918,6427,7547,12786,16568,39065,19437,930,52
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,478,171645,112053,552492,99342,522,216,73,52,44,3505,10004,3983,158484,7516,128209,91277,37063,25657,16031,10091,661,657067,421241,139909,93398,1698,30398,6732,26938,22278,25002,24466,39484,3989,893,43
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,3460,885188,551606,2672311,740101,2897,261,253,188,20,7543,66263,39465,807294,49670,733380,394422,196321,136500,92783,70549,11936,3488656,2206340,739982,449035,28217,152392,23067,113986,102555,125274,129240,210775,28186,899,42
